,n,k,n_changes,n_matches,percent_changed
0,1000,8,217,961,0.22580645161290322
1,1000,8,160,951,0.16824395373291273
2,1000,8,198,950,0.20842105263157895
3,1000,8,228,960,0.2375
4,1000,8,205,953,0.21511017838405036
5,1000,8,247,955,0.25863874345549737
6,1000,8,245,955,0.25654450261780104
7,1000,8,172,957,0.17972831765935215
8,1000,8,232,958,0.24217118997912318
9,1000,8,234,953,0.24554039874081846
10,1000,8,173,945,0.18306878306878308
11,1000,8,270,958,0.2818371607515658
12,1000,8,239,956,0.25
13,1000,8,259,953,0.27177334732423925
14,1000,8,211,944,0.22351694915254236
15,1000,8,243,946,0.2568710359408034
16,1000,8,222,949,0.2339304531085353
17,1000,8,254,955,0.26596858638743454
18,1000,8,232,952,0.24369747899159663
19,1000,8,174,957,0.18181818181818182
20,1000,8,252,956,0.26359832635983266
21,1000,8,237,948,0.25
22,1000,8,259,957,0.27063740856844304
23,1000,8,186,951,0.19558359621451105
24,1000,8,136,957,0.14211076280041798
25,1000,8,212,950,0.2231578947368421
26,1000,8,169,947,0.17845828933474128
27,1000,8,226,951,0.23764458464773922
28,1000,8,150,951,0.15772870662460567
29,1000,8,252,952,0.2647058823529412
30,1000,8,197,951,0.20715036803364878
31,1000,8,259,948,0.2732067510548523
32,1000,8,177,957,0.18495297805642633
33,1000,8,287,951,0.3017875920084122
34,1000,8,208,953,0.21825813221406087
35,1000,8,177,954,0.18553459119496854
36,1000,8,231,951,0.24290220820189273
37,1000,8,263,948,0.27742616033755274
38,1000,8,207,949,0.21812434141201265
39,1000,8,241,955,0.2523560209424084
40,1000,8,243,952,0.2552521008403361
41,1000,8,185,951,0.19453207150368035
42,1000,8,233,953,0.24449108079748164
43,1000,8,234,957,0.2445141065830721
44,1000,8,216,951,0.22712933753943218
45,1000,8,263,956,0.27510460251046026
46,1000,8,196,952,0.20588235294117646
47,1000,8,172,942,0.18259023354564755
48,1000,8,214,946,0.226215644820296
49,1000,8,203,948,0.2141350210970464
50,1000,8,257,949,0.2708113804004215
51,1000,8,129,949,0.13593256059009484
52,1000,8,159,949,0.16754478398314016
53,1000,8,242,957,0.25287356321839083
54,1000,8,314,949,0.3308746048472076
55,1000,8,198,955,0.20732984293193718
56,1000,8,224,954,0.2348008385744235
57,1000,8,218,947,0.23020063357972545
58,1000,8,273,943,0.28950159066808057
59,1000,8,210,958,0.21920668058455114
60,1000,8,228,951,0.23974763406940064
61,1000,8,218,947,0.23020063357972545
62,1000,8,221,953,0.23189926547743966
63,1000,8,254,950,0.2673684210526316
64,1000,8,251,949,0.2644889357218124
65,1000,8,172,946,0.18181818181818182
66,1000,8,186,951,0.19558359621451105
67,1000,8,301,950,0.31684210526315787
68,1000,8,198,948,0.2088607594936709
69,1000,8,273,957,0.2852664576802508
70,1000,8,282,957,0.2946708463949843
71,1000,8,259,946,0.273784355179704
72,1000,8,247,957,0.258098223615465
73,1000,8,189,951,0.19873817034700317
74,1000,8,218,953,0.22875131164742918
75,1000,8,146,951,0.15352260778128285
76,1000,8,217,943,0.2301166489925769
77,1000,8,239,950,0.25157894736842107
78,1000,8,249,956,0.2604602510460251
79,1000,8,249,956,0.2604602510460251
80,1000,8,223,952,0.2342436974789916
81,1000,8,252,950,0.26526315789473687
82,1000,8,212,952,0.22268907563025211
83,1000,8,197,955,0.20628272251308902
84,1000,8,216,946,0.22832980972515857
85,1000,8,213,951,0.22397476340694006
86,1000,8,234,945,0.24761904761904763
87,1000,8,155,945,0.164021164021164
88,1000,8,192,953,0.20146904512067157
89,1000,8,205,945,0.21693121693121692
90,1000,8,192,955,0.20104712041884817
91,1000,8,202,947,0.2133051742344245
92,1000,8,195,951,0.20504731861198738
93,1000,8,233,950,0.24526315789473685
94,1000,8,282,955,0.29528795811518327
95,1000,8,163,946,0.17230443974630022
96,1000,8,215,940,0.22872340425531915
97,1000,8,224,945,0.23703703703703705
98,1000,8,244,956,0.25523012552301255
99,1000,8,280,950,0.29473684210526313
100,1000,8,224,953,0.23504721930745015
101,1000,8,200,959,0.20855057351407716
102,1000,8,216,948,0.22784810126582278
103,1000,8,242,952,0.2542016806722689
104,1000,8,260,945,0.2751322751322751
